geoid,B02001_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B19013_001E,B25034_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25034_010E,B25034_011E
370850701002,1067,359,606,6,5,0,62,29,0,29,27852,493,0,0,10,39,42,79,52,137,107,27
370850701001,1324,993,248,54,0,0,7,22,0,22,49375,600,0,61,32,59,133,88,69,91,19,48
370850703001,1715,1057,490,22,0,0,136,10,6,4,30431,776,0,8,56,195,69,174,51,84,34,105
370850703002,530,194,250,14,0,0,10,62,33,29,24191,274,0,0,0,6,29,24,29,26,36,124
370850703003,883,706,83,2,12,0,77,3,0,3,47500,452,0,0,3,3,33,51,139,88,49,86
370531101021,1437,1394,0,0,3,6,0,34,0,34,44216,740,5,25,116,171,128,118,83,49,15,30
370510028003,1807,1404,249,39,24,0,0,91,2,89,65729,754,0,69,182,87,77,178,84,28,41,8
370510028002,1696,1074,498,54,16,0,0,54,0,54,75872,964,102,46,339,120,83,84,50,90,30,20
370510036002,713,174,468,18,0,0,0,53,0,53,38750,305,0,0,17,68,36,43,141,0,0,0
370510036001,769,360,316,0,17,0,45,31,0,31,30745,353,0,13,13,92,0,92,121,22,0,0
370510033071,1227,484,605,49,30,0,0,59,0,59,35625,656,0,31,222,182,49,93,71,8,0,0
370510033072,3008,665,2041,0,122,23,12,145,18,127,57903,1138,0,18,178,418,140,330,25,22,0,7
370710323022,1130,767,117,47,97,2,0,100,0,100,62604,502,9,27,98,53,11,25,0,92,34,153
370710323023,1004,590,368,0,13,0,33,0,0,0,32105,359,0,0,6,127,14,9,66,20,9,108
370710329004,1103,826,161,0,0,0,10,106,0,106,49226,530,0,0,0,45,9,34,16,217,60,149
371790204011,3436,2745,547,0,17,0,23,104,17,87,80196,1307,17,31,364,365,226,149,103,52,0,0
371790209011,2425,2000,264,0,72,0,84,5,0,5,53320,888,8,20,96,267,160,70,57,28,59,123
371790209013,1713,1514,72,0,9,0,58,60,0,60,52083,765,21,0,60,89,251,196,40,27,32,49
371939601003,724,724,0,0,0,0,0,0,0,0,53534,344,0,0,37,26,16,91,83,77,0,14
371939601006,914,736,178,0,0,0,0,0,0,0,55613,546,0,0,40,91,92,92,78,9,57,87
371939601002,568,469,99,0,0,0,0,0,0,0,44559,317,34,0,0,14,18,13,37,79,95,27
371939607002,1110,1071,0,0,15,0,0,24,15,9,55694,489,28,0,37,29,29,91,124,82,52,17
371939607003,1197,1031,53,0,0,0,113,0,0,0,27648,453,12,12,18,33,57,80,165,32,29,15
371939609002,1048,1048,0,0,0,0,0,0,0,0,32569,824,0,0,251,160,80,53,168,64,48,0
371939609003,1193,1179,14,0,0,0,0,0,0,0,23771,770,0,20,157,197,173,148,38,0,15,22
370510032013,2119,1395,149,0,301,0,42,232,114,118,99018,876,64,0,186,148,173,213,40,52,0,0
370510032012,3841,1727,1354,160,177,0,171,252,0,252,76488,1288,65,163,421,410,128,26,46,0,0,29
371819603003,1503,1060,398,0,0,0,0,45,10,35,41468,826,0,0,110,186,173,165,17,109,0,66
371819609004,2619,1304,1179,0,0,0,136,0,0,0,49602,879,0,51,172,472,33,47,29,0,0,75
371819609001,2482,1638,723,0,0,0,0,121,66,55,62880,960,0,0,261,322,35,131,179,20,12,0
371819609002,2070,445,1026,197,74,0,135,193,81,112,32669,792,0,10,179,148,116,132,144,0,49,14
371819609003,1669,956,651,0,0,0,38,24,0,24,40716,630,0,0,156,167,53,94,29,58,0,73
371819607001,840,65,775,0,0,0,0,0,0,0,-666666666,273,0,0,0,0,8,74,54,76,0,61
371819607005,663,141,466,41,0,0,0,15,0,15,20000,298,0,0,0,37,29,65,19,76,72,0
371819607004,895,164,654,0,0,25,0,52,0,52,46797,399,0,0,0,15,30,110,52,60,42,90
371819607003,447,0,425,0,0,0,8,14,14,0,30430,268,0,0,0,23,49,95,59,42,0,0
371819607002,1361,86,1275,0,0,0,0,0,0,0,19954,677,0,0,18,0,106,119,133,160,117,24
371270105022,693,112,513,11,57,0,0,0,0,0,46081,433,0,0,21,154,51,71,28,75,0,33
370210032031,2477,2477,0,0,0,0,0,0,0,0,70250,1167,150,0,261,267,120,226,61,13,40,29
370210032032,894,894,0,0,0,0,0,0,0,0,83654,422,0,0,90,109,80,31,0,26,26,60
370210032033,2403,1790,552,0,0,0,0,61,0,61,42935,1173,17,117,434,311,177,66,0,15,0,36
370210032051,1278,1238,0,11,0,0,0,29,0,29,43239,903,26,35,149,271,90,124,38,83,40,47
370210022031,920,519,369,0,32,0,0,0,0,0,24919,880,70,0,49,333,262,124,30,0,12,0
370210010003,869,713,35,5,37,0,7,72,0,72,70139,411,9,8,60,23,21,0,26,37,34,193
370710307001,1370,1333,37,0,0,0,0,0,0,0,39623,626,0,0,77,100,5,89,66,67,54,168
370710307003,1236,1058,106,0,0,0,6,66,0,66,46055,545,0,0,8,180,44,48,108,77,71,9
370810138003,1020,280,724,0,0,0,16,0,0,0,53229,330,0,0,22,41,38,0,92,78,52,7
370810138002,755,184,517,0,16,0,18,20,0,20,24577,382,24,20,8,0,0,13,102,73,142,0
370810138004,380,144,236,0,0,0,0,0,0,0,9737,224,0,33,21,0,0,29,44,37,60,0
370810126041,1257,308,554,47,188,0,86,74,0,74,40938,520,0,0,10,0,27,153,171,137,0,22
370810126042,579,221,121,0,237,0,0,0,0,0,17500,377,0,44,87,25,103,0,38,56,15,9
370810127061,2230,266,1852,0,0,0,0,112,0,112,29386,939,0,0,0,249,16,238,182,171,0,83
370630006001,2817,1688,743,17,20,0,8,341,0,341,44548,1376,34,0,34,31,231,234,72,333,245,162
370210004001,2629,2310,56,12,45,0,31,175,31,144,56528,736,0,0,69,53,80,86,80,137,68,163
370210004003,619,472,64,64,19,0,0,0,0,0,37500,448,0,0,0,0,10,11,0,77,40,310
370210011003,2041,1666,249,0,126,0,0,0,0,0,53630,809,22,39,36,70,0,28,9,18,84,503
370210011002,1962,1834,109,0,12,0,0,7,0,7,64067,925,58,61,14,11,0,17,135,198,136,295
370210023011,1351,1241,0,0,53,0,1,56,0,56,125329,613,45,58,265,88,39,105,13,0,0,0
370210023021,2589,2358,61,0,135,0,0,35,0,35,58585,1191,95,28,481,182,77,62,179,13,74,0
370210023022,1962,1914,44,0,0,0,2,2,0,2,122935,851,33,166,408,88,18,52,0,0,0,86
370210002002,715,543,101,0,34,0,0,37,0,37,56250,411,0,18,11,19,0,5,19,13,16,310
370210002001,687,328,266,0,0,0,0,93,0,93,28988,347,5,4,43,0,19,21,7,70,17,161
370630017101,3297,1582,1504,29,122,0,11,49,0,49,48333,1300,0,21,460,97,353,194,147,23,0,5
370630017113,1543,546,783,0,14,0,140,60,0,60,38309,888,0,0,46,136,443,133,102,14,0,14
370630017111,1216,614,472,0,82,0,27,21,0,21,53603,562,5,60,103,62,166,41,86,11,18,10
370630018013,3166,1792,1203,0,1,0,156,14,14,0,47765,1085,80,21,310,186,17,160,184,116,11,0
370630018015,358,229,92,0,0,0,19,18,0,18,55125,220,0,0,0,35,19,49,73,5,32,7
370630018011,1616,683,834,0,0,0,83,16,0,16,75721,655,39,23,193,169,100,0,46,33,32,20
370190204032,772,601,171,0,0,0,0,0,0,0,44313,993,0,0,220,223,347,123,0,33,0,47
370099708003,2274,2197,0,0,0,0,39,38,20,18,41402,1607,13,23,410,260,165,239,135,189,66,107
370099708001,1444,1397,0,0,0,0,47,0,0,0,34955,975,0,69,173,127,113,145,91,18,31,208
370099708002,1516,1488,0,0,17,11,0,0,0,0,41492,1134,63,14,206,143,88,150,101,151,16,202
370190203101,434,434,0,0,0,0,0,0,0,0,80313,875,8,55,190,136,231,147,75,33,0,0
370190204035,620,455,77,31,57,0,0,0,0,0,39926,1033,0,43,168,278,354,139,18,17,16,0
370190204034,1359,1125,0,0,0,0,234,0,0,0,31316,972,17,0,167,403,267,101,17,0,0,0
371499203042,1659,1515,39,0,0,0,100,5,0,5,63155,1119,0,12,45,51,255,150,172,88,96,250
371499203041,1205,1090,115,0,0,0,0,0,0,0,40938,753,52,5,16,117,109,164,75,36,90,89
371499203031,1960,1891,30,10,21,0,0,8,0,8,48580,1381,2,38,169,135,97,218,182,109,97,334
371499201012,1759,1644,102,0,0,0,0,13,0,13,60809,746,8,35,194,148,128,64,67,64,7,31
370210010001,2033,1892,97,9,0,0,0,35,0,35,58438,908,87,40,80,20,16,30,102,53,70,410
371270108003,2259,2126,131,0,1,0,1,0,0,0,95977,898,34,45,239,189,233,158,0,0,0,0
371270108001,1367,548,799,20,0,0,0,0,0,0,45125,609,0,0,128,117,138,146,10,16,0,54
371270108002,2676,2066,570,27,0,0,0,13,3,10,72917,1086,60,39,184,497,116,99,30,3,47,11
371270108004,1109,890,219,0,0,0,0,0,0,0,45089,557,0,0,230,54,56,111,0,59,0,47
371270110002,979,548,293,1,0,0,90,47,0,47,38670,375,15,9,53,44,42,38,66,49,17,42
371270110001,1595,964,529,0,15,11,30,46,0,46,46996,866,31,0,107,136,89,207,85,91,2,118
371270113002,1377,647,237,0,32,0,444,17,0,17,47458,524,17,0,96,133,74,89,12,22,13,68
371270113001,2162,1864,237,0,0,0,61,0,0,0,59524,891,13,19,250,231,93,39,53,61,11,121
371270107001,821,183,633,0,0,0,0,5,0,5,43125,435,24,12,62,118,13,72,34,42,8,50
371270107002,689,403,286,0,0,0,0,0,0,0,50093,357,11,6,9,42,9,101,33,34,8,104
371270112001,846,585,27,72,0,0,131,31,0,31,66735,427,0,0,53,43,16,94,45,0,0,176
371270112002,2033,548,1400,0,0,0,41,44,0,44,32574,893,0,16,188,189,121,196,77,31,53,22
371270102002,675,23,652,0,0,0,0,0,0,0,21339,510,0,0,0,146,0,74,15,116,58,101
371270102004,729,153,566,10,0,0,0,0,0,0,41335,377,0,0,0,0,0,129,96,56,32,64
371270102005,1014,474,540,0,0,0,0,0,0,0,43365,541,0,0,0,93,139,113,148,31,17,0
371270102003,1226,119,1107,0,0,0,0,0,0,0,14733,690,0,0,0,114,152,114,112,88,77,33
371570401021,644,519,64,0,0,0,1,60,0,60,52702,341,0,0,35,61,119,31,21,0,30,44
371570403001,1275,922,209,0,133,0,0,11,0,11,49712,561,0,0,111,96,44,123,141,40,6,0
371570403002,1025,936,89,0,0,0,0,0,0,0,44356,589,0,8,0,104,60,199,69,88,0,61
371570405013,924,637,259,0,10,0,0,18,0,18,33438,516,0,0,15,0,41,62,33,51,182,132
371570405012,1109,526,528,0,0,0,0,55,0,55,26694,555,25,0,11,32,122,104,94,92,23,52
371570409001,585,550,35,0,0,0,0,0,0,0,42955,212,0,0,52,24,30,32,34,40,0,0
371570409002,881,761,99,0,9,0,0,12,0,12,25188,447,0,0,18,86,47,32,29,106,44,85
371570410022,2413,2293,119,0,0,0,0,1,0,1,51318,1039,15,15,112,354,204,83,92,23,83,58
371570411005,691,513,167,0,0,0,0,11,0,11,36016,339,30,0,34,37,43,63,20,41,16,55
371570411006,1248,1048,94,9,5,0,65,27,2,25,64511,563,0,6,77,150,79,102,64,22,33,30
371570411001,1142,1142,0,0,0,0,0,0,0,0,96034,445,0,0,15,35,124,57,62,59,17,76
371570402003,1414,933,275,0,0,0,9,197,0,197,30259,792,0,0,21,12,142,132,56,160,108,161
371570402002,1356,598,396,0,0,0,349,13,0,13,36417,740,0,0,51,41,32,20,196,92,89,219
371190020023,1192,849,261,0,0,0,82,0,0,0,76447,508,0,0,39,61,83,48,94,170,0,13
371190020022,1632,1533,94,0,0,0,5,0,0,0,139696,677,21,0,0,0,89,132,234,179,22,0
371190033002,1123,983,96,0,9,0,8,27,0,27,65000,591,21,0,176,11,23,0,75,218,67,0
371559603001,2706,336,618,1256,0,0,450,46,0,46,35491,1025,34,24,178,177,240,151,26,63,60,72
370010206012,986,959,0,0,8,0,0,19,0,19,100750,439,0,0,32,0,50,97,208,44,8,0
370010206011,905,866,22,0,0,0,7,10,0,10,73750,408,0,0,17,38,36,126,99,70,14,8
370010206013,1222,1190,7,0,9,5,0,11,0,11,80417,602,0,0,45,33,56,71,253,133,0,11
370010217022,2529,2313,145,0,0,0,0,71,0,71,106298,928,0,70,362,239,182,41,24,0,0,10
370250410003,1411,1226,185,0,0,0,0,0,0,0,40851,610,0,0,19,29,87,39,155,84,51,146
370710301021,2971,2205,741,0,0,0,25,0,0,0,61824,1207,48,64,448,275,57,47,159,91,10,8
370710302053,1172,981,111,0,0,0,0,80,0,80,48490,505,0,51,8,19,31,89,53,112,22,120
370710302051,1594,1455,8,0,45,0,0,86,0,86,65734,499,0,0,188,65,34,128,49,8,22,5
370710302052,1433,1411,8,0,0,0,0,14,0,14,47697,592,0,0,58,124,96,90,78,49,74,23
370710303021,1891,1542,12,0,7,0,180,150,0,150,35568,849,0,6,159,137,122,198,81,124,0,22
370710303022,627,524,71,0,1,0,31,0,0,0,50074,354,0,0,33,39,116,34,56,35,41,0
370710304011,1637,1603,0,0,0,0,0,34,0,34,52448,708,0,0,214,256,94,35,34,19,8,48
370710304012,2634,2461,10,0,0,0,113,50,0,50,61047,1097,6,21,282,214,188,177,117,48,0,44
370710304021,1909,1847,0,0,0,0,62,0,0,0,50363,833,0,8,207,267,95,60,94,44,38,20
370710304022,665,632,7,0,0,0,0,26,0,26,90000,342,20,11,31,35,10,39,71,81,44,0
370710304023,1918,1529,291,19,44,0,15,20,0,20,88929,510,0,32,146,135,12,77,54,44,10,0
370710305023,1631,1313,109,0,15,0,0,194,0,194,61250,733,0,0,122,272,70,125,125,19,0,0
370810126014,1802,493,1048,0,124,0,132,5,0,5,30873,1300,17,59,154,168,393,96,156,107,82,68
371830534162,3755,2899,275,0,410,0,13,158,0,158,121513,1412,122,53,520,627,0,0,0,0,25,65
371830534093,2220,1509,60,0,578,0,0,73,0,73,126985,751,36,0,178,394,33,41,20,28,0,21
370970611023,778,506,135,0,123,0,0,14,0,14,58750,423,30,52,0,67,27,149,61,0,20,17
370970611022,1462,1229,127,0,98,0,0,8,0,8,46375,642,0,38,226,123,77,144,25,0,9,0
370970611012,1927,1758,27,0,0,0,0,142,55,87,80125,655,0,62,281,102,86,10,21,48,19,26
370970607012,1282,1038,78,0,0,0,79,87,15,72,43977,592,8,0,113,227,107,30,66,7,8,26
370970606032,1158,708,386,0,49,0,0,15,15,0,36722,380,0,5,42,55,112,79,38,21,9,19
370970613013,951,794,0,0,20,0,128,9,0,9,50938,410,0,0,96,204,53,38,0,19,0,0
370970613012,1457,1201,133,5,0,0,31,87,35,52,36229,478,0,0,95,169,122,69,0,23,0,0
370970606011,2868,1412,1124,0,0,0,319,13,0,13,34592,1330,0,29,512,239,310,133,17,66,14,10
370970606022,1178,1134,27,0,7,0,10,0,0,0,103875,441,4,0,41,45,84,156,105,0,0,6
371190015102,940,100,612,0,186,0,26,16,0,16,37524,419,0,0,26,0,59,100,191,43,0,0
371190043031,2911,914,1548,0,183,0,100,166,62,104,46771,1116,0,101,159,149,422,58,116,87,24,0
371190019171,2256,670,714,7,86,0,742,37,0,37,52417,618,0,11,51,116,267,156,0,5,12,0
371190058351,2930,2588,19,64,83,0,50,126,63,63,100403,1081,0,23,44,437,439,42,63,21,0,12
371190058401,2289,1993,207,0,20,0,0,69,0,69,110329,947,0,6,73,742,120,6,0,0,0,0
371190055242,1333,149,417,13,678,0,46,30,0,30,78980,627,14,27,25,349,170,0,0,42,0,0
371190055243,2647,431,1660,0,52,0,281,223,47,176,62955,857,0,15,327,351,151,0,0,0,13,0
371190055244,1937,228,1614,27,15,0,0,53,0,53,59813,682,0,22,271,282,46,0,24,37,0,0
371790205013,1412,966,343,0,26,0,77,0,0,0,44475,529,0,0,75,31,14,62,0,9,71,267
371790205011,3563,2328,944,11,55,0,126,99,25,74,66019,1238,43,39,415,360,79,137,86,26,35,18
371790206011,2810,2209,374,0,4,0,213,10,10,0,45871,981,21,0,147,421,143,107,0,55,78,9
371790206013,760,383,350,0,0,0,24,3,0,3,49750,243,0,9,38,53,15,43,32,38,4,11
370810128031,2807,658,1942,0,0,0,207,0,0,0,45583,1462,16,33,264,182,32,234,108,390,0,203
370810128032,5667,1366,3593,0,479,0,109,120,0,120,62995,1861,99,86,672,294,60,314,135,106,35,60
370810145022,2435,475,1437,82,267,0,119,55,0,55,42159,930,0,0,331,114,64,123,59,75,34,130
370810152004,696,696,0,0,0,0,0,0,0,0,83068,383,0,46,106,51,38,85,14,0,43,0
370810152002,2094,1664,398,0,0,0,8,24,0,24,53012,937,37,136,120,176,48,152,149,66,5,48
370810152003,5260,3005,1779,0,128,0,15,333,0,333,62265,1980,139,255,867,208,12,319,91,20,36,33
370810155002,1375,851,396,0,0,0,106,22,0,22,36304,790,102,51,87,30,123,89,83,57,80,88
370810156002,4727,3951,684,0,22,0,11,59,0,59,94063,1685,51,113,778,249,229,96,138,0,0,31
370810156003,909,534,249,0,0,0,126,0,0,0,63235,326,42,0,94,51,2,32,80,0,11,14
370810170002,2940,2498,168,0,0,0,197,77,13,64,58884,1260,100,9,175,275,258,211,101,33,16,82
370810104011,760,723,25,0,0,0,12,0,0,0,50658,489,0,0,8,7,1,59,32,183,123,76
370630020171,2652,2208,61,0,225,0,0,158,0,158,160500,993,0,90,208,181,154,163,54,72,0,71
370630021003,1810,1496,290,0,0,0,1,23,0,23,82458,719,0,18,125,153,212,128,9,33,4,37
370630021001,2280,1719,537,0,24,0,0,0,0,0,83826,1145,19,45,413,416,158,18,58,0,18,0
370630021002,5110,2784,1874,67,32,18,47,288,76,212,89483,963,0,21,195,379,102,100,19,21,16,110
370630020181,2570,2220,187,17,78,0,0,68,0,68,99853,1530,0,33,524,575,229,87,31,0,0,51
370630020182,4033,1828,1514,0,240,0,236,215,0,215,53278,1899,113,163,543,624,286,128,25,17,0,0
370630016013,1252,1057,195,0,0,0,0,0,0,0,76198,557,12,0,18,52,13,221,205,26,0,10
370630016011,1342,1032,227,0,21,0,33,29,0,29,65652,496,45,0,119,27,33,164,67,41,0,0
370630016012,3841,1816,1629,0,78,0,65,253,0,253,71354,1376,0,0,149,565,200,331,79,14,16,22
370230202022,2755,2335,312,0,13,0,0,95,0,95,51449,1293,26,0,113,286,192,322,109,172,59,14
370230203013,906,755,117,3,0,0,0,31,0,31,40726,396,0,0,10,62,39,94,123,22,23,23
370230203012,1282,1011,211,29,0,0,0,31,0,31,34509,516,0,0,85,79,150,52,62,88,0,0
370230203014,1638,1355,30,3,153,0,25,72,0,72,42019,708,20,2,146,57,40,129,108,60,103,43
370230203021,1854,1807,30,17,0,0,0,0,0,0,52574,776,0,0,161,103,161,236,63,29,0,23
370230203022,3387,2812,3,119,427,0,0,26,0,26,60278,1389,0,66,211,554,103,298,19,61,77,0
370230203024,848,750,0,0,24,60,14,0,0,0,38170,528,0,19,184,96,56,72,41,60,0,0
370230210001,1552,1394,59,10,72,0,0,17,0,17,42297,721,34,6,60,221,67,116,86,36,36,59
370230210002,834,828,0,2,0,0,0,4,0,4,48068,468,0,13,11,78,65,77,83,99,34,8
370230212023,1148,1049,0,0,63,0,13,23,8,15,47227,537,0,0,53,92,107,199,48,23,0,15
370230212021,1582,1518,1,6,6,0,17,34,15,19,40816,594,4,0,128,107,122,108,84,15,11,15
370230212031,2459,2127,98,18,156,0,49,11,0,11,35588,1183,0,40,175,371,219,116,19,74,65,104
370230213022,916,911,0,5,0,0,0,0,0,0,39219,505,0,0,0,122,168,118,29,0,55,13
370230213023,1121,1028,46,0,0,9,0,38,0,38,50357,621,0,0,120,137,71,149,49,22,57,16
370230208012,610,543,0,0,33,0,34,0,0,0,44432,419,0,14,95,27,73,140,41,0,0,29
370630009001,959,420,418,0,10,0,91,20,6,14,28182,418,6,0,49,44,34,27,66,13,46,133
370919503002,1692,1084,561,0,0,0,47,0,0,0,39261,707,0,1,104,133,76,143,154,6,55,35
370030405003,1667,1435,0,0,0,0,213,19,0,19,37820,683,0,13,85,201,114,119,77,27,0,47
370030405004,3041,2987,54,0,0,0,0,0,0,0,53491,1079,0,50,89,360,205,292,35,18,16,14
370030405001,1424,957,23,0,0,0,427,17,0,17,38141,747,0,0,211,0,111,69,133,54,114,55
370030406001,3497,2651,618,28,180,0,10,10,0,10,42039,989,0,8,284,238,294,54,10,74,0,27
370030406003,1343,1343,0,0,0,0,0,0,0,0,84621,762,0,41,244,172,133,97,23,40,0,12
370030404004,1139,940,128,50,21,0,0,0,0,0,38375,529,0,60,61,38,23,165,64,76,23,19
370030404002,1290,912,243,0,11,0,39,85,5,80,24485,636,12,0,88,102,159,140,24,21,38,52
370030404005,1111,865,206,18,0,0,22,0,0,0,29375,476,0,19,17,148,70,43,92,30,43,14
370030403002,2141,2088,27,0,0,0,0,26,0,26,56169,811,8,30,92,241,217,73,109,28,5,8
370030401001,963,963,0,0,0,0,0,0,0,0,52617,477,0,8,70,89,50,39,99,57,48,17
370030401003,1580,1566,5,0,0,0,0,9,9,0,61250,807,0,20,156,236,107,106,76,56,23,27
370179501001,644,472,61,0,0,0,111,0,0,0,23676,648,40,55,88,171,16,165,97,16,0,0
370179501003,1285,1127,78,61,0,0,12,7,0,7,54688,1599,11,28,293,443,336,229,125,74,22,38
370179501002,1264,1037,211,16,0,0,0,0,0,0,55987,923,0,0,276,224,99,195,50,58,0,21
370179505004,1008,726,277,0,0,0,0,5,0,5,46514,506,0,39,0,57,53,44,91,86,36,100
370179505003,1454,944,430,19,0,0,15,46,0,46,36016,821,0,5,66,152,210,151,87,41,67,42
370179505002,1140,1005,79,0,0,0,21,35,0,35,51154,552,0,0,182,58,0,208,31,31,27,15
371570414002,676,471,205,0,0,0,0,0,0,0,18472,439,0,0,34,93,98,76,27,8,0,103
371570401011,888,668,220,0,0,0,0,0,0,0,42250,551,0,12,46,63,130,142,37,45,56,20
371570401012,1498,1139,347,0,0,0,0,12,0,12,43125,732,9,0,40,76,149,134,90,121,98,15
371570406013,1491,1422,69,0,0,0,0,0,0,0,62917,632,10,0,65,153,153,91,67,29,31,33
371570406012,1480,1041,366,0,6,0,25,42,5,37,53056,586,0,4,83,93,55,15,108,63,70,95
371570405023,741,472,196,0,73,0,0,0,0,0,39643,481,0,0,26,45,25,43,46,112,94,90
371570405021,1294,978,309,0,0,7,0,0,0,0,53750,523,0,0,11,39,47,225,144,31,14,12
371570410013,2565,2122,27,34,0,0,382,0,0,0,55134,1057,48,25,188,379,253,107,57,0,0,0
371570410014,1200,1097,77,26,0,0,0,0,0,0,105125,539,30,90,97,53,122,103,9,17,0,18
371570408001,1583,1004,421,9,5,0,24,120,0,120,42868,891,0,10,32,104,80,109,125,173,111,147
371570413003,2218,1092,1024,35,0,0,0,67,0,67,28278,900,0,0,36,332,258,39,58,12,0,165
370210022033,1675,1518,157,0,0,0,0,0,0,0,42857,649,0,0,59,174,46,195,77,0,0,98
370210022044,963,951,12,0,0,0,0,0,0,0,41822,543,64,0,0,0,205,69,112,74,19,0
370210022041,3503,3130,12,0,361,0,0,0,0,0,103125,1920,167,161,689,507,244,128,0,24,0,0
370210022061,2737,2287,0,0,352,0,18,80,0,80,82772,1512,69,0,337,243,405,341,23,0,82,12
370210024012,1357,1184,0,0,0,0,95,78,0,78,26882,639,17,9,137,120,150,119,41,30,0,16
370210024013,1532,1391,11,0,1,0,18,111,0,111,39141,725,8,0,78,131,123,79,110,75,62,59
370210025031,1896,1896,0,0,0,0,0,0,0,0,47660,820,34,11,26,247,112,144,53,27,31,135
370210026031,2211,1958,74,0,0,15,14,150,17,133,46016,1058,11,0,115,453,81,111,95,14,118,60
370210026032,1607,1602,1,0,2,0,1,1,1,0,29190,694,47,52,67,139,140,174,28,9,19,19
370210026043,1212,1185,0,27,0,0,0,0,0,0,76923,531,91,30,57,53,69,80,48,37,19,47
370899304012,1227,1219,0,0,0,0,0,8,0,8,39784,520,45,0,75,196,88,34,29,26,8,19
370899305022,1658,1528,90,0,0,0,0,40,0,40,77659,815,60,34,193,174,163,58,37,49,17,30
370899305011,3519,2875,464,0,37,0,98,45,0,45,74773,1525,148,207,324,244,122,239,104,0,29,108
370899320002,2223,2193,0,0,0,0,18,12,0,12,81591,1166,33,67,274,177,147,103,139,112,0,114
370899320001,2067,1933,0,0,111,0,2,21,0,21,73750,1557,61,69,329,233,289,291,134,52,34,65
370899319021,1375,1255,0,0,29,0,0,91,13,78,78359,795,44,22,189,60,212,170,58,0,40,0
370899307021,2507,2310,100,67,0,0,0,30,0,30,68125,1013,22,60,161,209,292,163,55,9,22,20
370899319011,2078,1576,168,0,15,0,0,319,0,319,68750,965,0,25,274,236,357,48,9,8,8,0
370899319013,894,827,40,0,0,0,13,14,0,14,41125,498,15,0,101,136,99,54,25,32,26,10
370899318011,1271,1177,8,0,62,0,0,24,13,11,70000,496,31,0,27,56,227,66,63,7,0,19
370899318012,2477,2443,1,13,20,0,0,0,0,0,64489,1329,14,19,245,243,337,302,70,58,0,41
370899307012,1763,1743,19,1,0,0,0,0,0,0,71908,937,15,48,214,267,178,45,75,52,17,26
370899318023,1636,1486,15,104,0,0,0,31,0,31,72669,910,12,4,137,128,199,147,117,89,30,47
370899318021,1979,1860,33,0,9,0,56,21,0,21,71154,920,0,29,168,217,277,149,22,16,10,32
371259502001,2506,2098,230,0,5,0,9,164,16,148,48409,953,0,0,162,144,76,159,123,94,97,98
370810144061,2576,573,1769,0,123,0,58,53,0,53,36500,992,22,0,108,72,74,258,255,139,9,55
371259502004,962,851,106,0,0,0,0,5,0,5,53192,432,0,29,10,37,99,23,21,110,71,32
371259505012,1314,942,96,276,0,0,0,0,0,0,78547,525,0,29,110,116,17,45,98,55,15,40
371259505011,1685,1388,235,0,22,0,4,36,0,36,40662,788,17,59,209,121,147,29,34,138,17,17
371259505013,2908,2210,605,0,47,0,0,46,0,46,87992,1468,30,132,431,245,247,228,140,0,0,15
371259509003,898,867,0,6,0,0,9,16,0,16,46534,633,13,17,39,90,76,68,19,19,53,239
371259509001,467,426,33,0,8,0,0,0,0,0,54643,322,0,0,7,2,19,155,43,87,9,0
371259509002,1163,857,241,0,22,34,0,9,0,9,43929,566,19,66,11,118,82,46,89,33,32,70
371259512001,1970,1571,311,21,0,0,13,54,11,43,58276,902,33,50,140,145,168,176,41,50,32,67
371259512002,1887,1042,480,178,0,0,93,94,0,94,49954,671,12,30,70,174,129,115,49,60,0,32
371259512003,1410,860,501,49,0,0,0,0,0,0,37644,552,0,0,77,145,126,139,31,0,10,24
371830535121,3042,2340,265,0,227,0,0,210,0,210,97739,1258,0,43,240,786,168,0,21,0,0,0
371499201011,1663,1387,267,0,0,0,9,0,0,0,43668,996,0,28,190,329,136,102,84,0,80,47
371939610022,1785,1584,117,26,44,0,0,14,0,14,45556,811,0,0,36,154,76,187,191,121,46,0
371939610023,985,926,0,19,0,0,0,40,0,40,69306,465,0,48,145,89,16,33,52,62,20,0
370779707032,1458,573,813,27,0,0,16,29,0,29,-666666666,26,0,0,0,0,0,0,0,8,11,7
370779707031,2931,1592,850,0,20,42,180,247,60,187,38682,1212,10,10,304,253,134,156,211,115,19,0
370779707022,1124,665,408,1,8,0,20,22,0,22,50750,333,0,0,23,22,103,82,57,40,6,0
370779706032,917,682,199,0,17,0,0,19,0,19,64120,605,0,0,116,232,27,0,14,61,110,45
370779701012,2379,1421,880,17,0,0,19,42,0,42,56033,1227,0,33,273,270,97,189,173,20,112,60
370779701013,1142,646,496,0,0,0,0,0,0,0,45233,669,12,21,64,122,100,11,144,76,15,104
370779701022,1503,645,625,0,8,0,85,140,0,140,41434,662,0,10,70,115,193,95,58,19,56,46
370779701021,2077,1523,543,0,11,0,0,0,0,0,54412,892,11,10,128,172,101,182,100,46,15,127
370779706012,1854,1580,211,0,0,0,0,63,0,63,75098,842,0,52,134,138,262,119,0,0,0,137
