geoid,B02001_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B19013_001E,B25034_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25034_010E,B25034_011E
371470006022,2344,382,1828,0,25,0,0,109,0,109,26433,1534,25,100,493,464,194,187,45,26,0,0
371470002013,989,772,181,0,19,0,0,17,0,17,-666666666,620,0,54,35,50,62,77,186,137,5,14
371470002014,806,513,279,0,14,0,0,0,0,0,-666666666,421,0,14,0,36,10,143,150,56,12,0
371190060071,4005,624,3243,67,0,0,63,8,0,8,75208,1173,40,177,766,92,0,21,28,24,0,25
371190060073,2624,1552,795,0,0,0,277,0,0,0,117176,1117,0,0,877,84,18,75,0,0,63,0
371190062131,3936,3030,648,26,96,0,22,114,0,114,117845,1374,39,93,982,97,12,13,60,65,13,0
371190062111,3663,2880,465,1,39,0,60,218,0,218,124179,1325,0,0,1015,254,44,12,0,0,0,0
371190063031,2044,1437,451,0,61,0,69,26,0,26,50346,982,0,18,25,168,453,111,96,20,0,91
371190063032,4226,3794,328,0,36,0,22,46,0,46,87604,1611,247,148,618,438,64,12,55,8,13,8
371190062141,1726,1468,103,0,82,0,10,63,0,63,95694,594,19,27,178,292,42,7,7,0,0,22
371190062101,2585,2209,159,0,95,0,90,32,8,24,91250,1068,33,64,249,595,108,0,8,0,11,0
371190063041,516,489,0,0,0,0,12,15,0,15,103875,263,0,33,0,139,60,0,0,18,13,0
371190063043,2469,1746,483,12,88,0,129,11,0,11,89875,797,132,73,249,153,57,10,59,17,14,33
371190064042,4146,3780,270,0,57,0,0,39,0,39,200707,1359,188,193,455,426,21,13,44,8,11,0
371190064032,1725,1252,226,0,108,4,25,110,0,110,-666666666,59,0,0,14,0,7,0,29,0,9,0
371190064033,1421,1407,5,0,0,0,0,9,0,9,141369,604,0,45,166,98,68,21,59,61,0,86
371830520023,926,255,572,0,11,0,79,9,0,9,40500,324,0,0,9,22,0,23,212,50,8,0
370810142001,983,271,561,13,65,0,73,0,0,0,34576,501,0,28,11,38,0,46,164,79,36,99
370810143001,1075,504,485,0,86,0,0,0,0,0,32171,333,0,0,18,10,0,0,84,68,10,143
370810143002,589,47,455,0,80,0,3,4,0,4,26313,305,0,0,0,7,54,19,66,35,59,65
370810143004,660,99,259,0,125,0,177,0,0,0,31417,290,0,0,0,0,10,0,78,17,26,159
370810143003,896,442,288,0,68,12,68,18,0,18,20545,457,0,0,19,49,36,114,71,38,100,30
370810144071,2463,1559,785,1,7,0,80,31,18,13,37457,962,0,30,140,87,127,175,275,90,16,22
370810144072,2046,1634,217,0,143,0,0,52,0,52,85069,1068,0,0,99,57,168,341,339,53,0,11
370810153003,3871,1789,1482,9,156,0,18,417,0,417,65395,1659,127,259,387,317,36,68,199,139,15,112
370810153002,2721,1311,1374,0,0,0,0,36,0,36,89643,1072,13,0,370,64,156,131,147,75,48,68
370810153001,2848,2096,561,0,0,0,159,32,0,32,95192,1233,0,30,205,526,219,111,56,44,28,14
370810162011,3985,2743,429,73,607,0,0,133,0,133,119107,1356,57,74,510,243,99,185,62,103,23,0
370810166001,2266,2013,126,0,92,0,35,0,0,0,60231,1026,31,19,93,84,29,186,334,89,88,73
370810169002,2272,2002,109,161,0,0,0,0,0,0,67101,939,10,0,103,190,219,76,83,153,9,96
370810169001,2323,2047,238,21,0,0,0,17,0,17,59821,1054,0,33,95,197,235,242,134,44,17,57
371559609001,732,528,147,7,0,0,0,50,4,46,51111,315,0,0,0,5,27,83,109,81,5,5
371559612002,1483,816,497,123,0,0,28,19,0,19,42163,622,0,0,9,17,63,111,144,215,55,8
371559612001,886,556,170,132,0,0,28,0,0,0,41480,327,0,0,39,51,16,34,33,134,20,0
371190058111,2798,2255,373,0,90,0,39,41,0,41,82986,1295,0,196,56,73,430,504,27,9,0,0
371190004001,1868,1613,135,0,60,0,9,51,0,51,80348,1262,316,296,518,63,0,0,19,0,0,50
371190010001,1244,1139,14,0,37,0,0,54,0,54,131375,458,26,0,49,0,7,0,14,47,122,193
370210012002,564,533,31,0,0,0,0,0,0,0,45893,343,0,22,40,0,0,0,0,68,29,184
370210012004,1467,1350,117,0,0,0,0,0,0,0,57281,727,10,0,43,30,138,94,81,168,59,104
370210012001,1097,1035,62,0,0,0,0,0,0,0,59444,442,20,0,76,0,0,44,100,22,58,122
370210019001,2154,2092,51,0,11,0,0,0,0,0,38300,1094,29,0,16,105,113,50,364,251,69,97
370210019002,1731,1585,73,0,0,0,0,73,7,66,51875,1021,20,188,56,71,280,92,75,163,59,17
370630002002,1162,781,301,5,0,0,58,17,9,8,48382,527,0,0,10,7,23,110,12,17,84,264
370630002003,1087,1020,60,0,7,0,0,0,0,0,82227,467,0,0,0,0,64,24,23,62,88,206
370630016042,2817,2432,253,0,41,0,10,81,0,81,103472,1179,0,0,217,97,234,414,134,55,14,14
370630016043,1633,950,492,0,170,0,0,21,0,21,90855,728,0,10,247,44,176,177,62,0,12,0
370630017071,858,740,50,0,48,0,0,20,0,20,93688,434,0,17,82,88,44,73,79,33,0,18
370630020161,3081,1431,941,0,296,0,324,89,0,89,43638,1514,0,92,147,324,402,440,109,0,0,0
370630010011,864,487,218,15,0,0,93,51,0,51,41908,456,20,0,38,15,25,99,25,85,48,101
370630010013,1421,315,1106,0,0,0,0,0,0,0,33523,552,0,0,10,0,0,63,148,115,46,170
370630010024,1341,767,352,46,176,0,0,0,0,0,29464,568,28,0,46,0,67,109,0,79,202,37
370630010023,860,338,522,0,0,0,0,0,0,0,26555,387,0,0,0,0,65,13,140,88,0,81
370210007001,1605,941,600,16,27,0,5,16,0,16,46034,916,84,91,98,136,221,21,8,61,5,191
370210016004,1491,1491,0,0,0,0,0,0,0,0,38542,749,0,98,229,73,101,123,26,17,49,33
370210016001,1401,1229,0,0,28,0,54,90,34,56,78603,654,15,0,16,0,65,52,84,178,96,148
370210016003,1463,1419,44,0,0,0,0,0,0,0,-666666666,893,57,125,209,125,51,18,80,104,36,88
370210020003,498,286,204,0,0,0,0,8,0,8,40000,228,0,18,20,0,25,17,25,27,0,96
370210020004,1908,829,977,0,16,0,14,72,0,72,44123,793,0,69,270,108,70,135,45,55,0,41
370210021011,1462,1395,0,0,20,0,0,47,0,47,176607,721,2,3,44,46,85,73,71,120,59,218
370210030025,2245,2109,130,0,0,0,2,4,0,4,50921,775,0,31,146,84,64,180,111,94,50,15
370210030022,636,636,0,0,0,0,0,0,0,0,31016,553,0,0,16,68,122,69,15,39,74,150
370210013002,2557,1926,205,0,6,212,0,208,0,208,22456,1085,91,182,125,91,129,44,203,72,26,122
370210013001,1994,1767,160,10,25,0,32,0,0,0,39321,1039,18,22,111,79,114,118,198,140,105,134
370510005003,460,156,215,8,14,0,0,67,0,67,25875,219,0,0,0,0,16,14,22,38,27,102
370510006001,1319,552,661,20,11,0,0,75,0,75,32632,655,29,26,61,123,184,126,80,26,0,0
370510006004,500,29,402,26,12,0,0,31,0,31,12526,232,0,0,13,19,23,70,86,0,9,12
370510006005,939,743,113,0,50,0,21,12,12,0,94792,521,0,0,80,176,54,171,13,27,0,0
370510006003,1928,1736,114,52,13,0,0,13,0,13,56000,902,0,0,28,62,119,387,255,51,0,0
370510006002,880,380,442,0,51,0,0,7,0,7,53833,447,0,0,0,50,116,131,96,42,0,12
370510022002,1174,500,543,0,20,9,18,84,0,84,26545,698,0,37,23,97,90,189,149,92,11,10
370510022001,1122,596,248,13,31,0,44,190,27,163,49483,623,343,73,6,149,17,35,0,0,0,0
370510023002,1897,661,1013,29,12,0,33,149,0,149,27500,1206,0,26,81,270,289,452,75,13,0,0
370510023001,1139,530,544,0,9,0,0,56,0,56,28816,575,0,12,38,15,63,56,179,179,33,0
371190030121,1421,1405,6,0,0,0,10,0,0,0,114018,739,8,0,275,159,216,43,0,38,0,0
370799502002,1960,1324,486,0,0,0,70,80,0,80,34028,728,0,0,178,179,66,140,72,42,0,51
370799503003,2833,1757,1002,5,0,0,64,5,0,5,28654,1190,0,30,140,359,226,201,126,46,0,62
370799503001,1174,724,376,0,0,0,20,54,0,54,23485,593,37,4,10,55,30,112,125,105,48,67
370799503002,1087,528,475,0,0,0,0,84,43,41,38646,575,0,12,30,55,78,186,93,44,50,27
370459512002,684,412,267,0,0,0,5,0,0,0,43818,371,18,0,0,40,108,103,41,34,27,0
370459512003,1161,507,572,0,0,0,82,0,0,0,-666666666,484,0,0,0,48,155,118,0,101,28,34
370459512006,1264,716,175,0,0,0,259,114,0,114,48098,438,0,0,0,104,60,99,175,0,0,0
370459512005,798,640,158,0,0,0,0,0,0,0,40972,363,0,0,16,50,0,183,79,18,17,0
370459508002,1840,1101,735,0,0,0,4,0,0,0,31510,847,0,28,149,150,189,180,49,83,0,19
370459508003,1603,1177,315,0,22,0,89,0,0,0,28750,746,0,19,84,161,112,97,131,80,9,53
370459508001,1136,903,233,0,0,0,0,0,0,0,59028,485,0,21,35,96,121,39,99,29,37,8
370459510001,933,851,82,0,0,0,0,0,0,0,75880,374,0,0,0,35,18,150,124,38,0,9
370459510004,747,383,355,0,0,0,0,9,0,9,26513,442,8,0,0,82,182,14,50,10,42,54
370459510003,272,42,230,0,0,0,0,0,0,0,-666666666,205,0,0,0,0,0,53,23,79,37,13
370459510002,1140,741,382,0,0,0,0,17,0,17,43472,678,0,0,0,37,9,129,81,111,246,65
370459507003,1082,520,562,0,0,0,0,0,0,0,31761,462,0,0,0,65,205,81,95,0,16,0
370459507002,1298,1252,25,0,0,0,0,21,0,21,71250,504,0,22,66,43,69,110,98,50,27,19
370459507005,1780,1047,733,0,0,0,0,0,0,0,30116,892,13,66,43,216,89,199,122,128,16,0
370459507004,1716,1077,590,0,0,0,0,49,0,49,60066,714,0,0,93,105,169,112,187,30,18,0
370459514001,1374,820,494,0,0,0,45,15,9,6,39130,578,0,0,55,51,32,257,94,43,17,29
370459514004,1820,1463,158,109,0,0,0,90,0,90,43487,599,0,67,142,104,130,65,15,63,0,13
370459514005,1106,860,242,0,0,0,0,4,0,4,39688,738,0,35,96,166,69,176,95,24,53,24
370531101011,546,507,22,0,10,0,7,0,0,0,71875,2068,90,23,689,722,382,116,27,5,0,14
371190034004,1261,1117,15,0,12,0,95,22,0,22,120625,825,364,64,76,115,13,12,0,0,76,105
371190034001,1645,1514,15,0,38,0,37,41,0,41,132656,767,21,10,95,147,0,22,8,136,248,80
371190034003,1676,1583,0,0,78,0,0,15,0,15,153586,766,0,11,307,46,40,0,14,14,45,289
371190011001,1324,1046,214,0,0,0,0,64,0,64,102531,737,218,46,22,40,95,17,40,42,135,82
371190023002,2946,79,2725,5,52,0,0,85,0,85,14950,1042,0,15,90,132,249,266,105,110,3,72
371190023001,485,59,372,0,0,0,50,4,0,4,-666666666,241,7,8,20,44,35,4,60,44,5,14
371290104001,1315,1018,146,9,39,0,0,103,0,103,44007,663,0,0,15,31,22,277,121,8,32,157
371639701005,1214,894,17,0,0,0,228,75,18,57,52381,518,17,0,86,86,108,87,15,0,0,119
371639701002,731,611,99,0,11,0,0,10,0,10,44231,318,0,0,67,127,124,0,0,0,0,0
370570614002,881,536,313,0,0,0,0,32,0,32,19091,441,0,0,0,65,94,50,168,36,0,28
370570614001,934,567,305,4,0,0,0,58,0,58,18750,286,0,30,30,26,0,0,137,28,10,25
370510025032,1430,878,361,0,0,143,36,12,0,12,51020,821,0,13,55,317,245,135,56,0,0,0
370510025031,1215,589,557,16,30,0,0,23,0,23,41473,912,0,0,73,194,323,223,23,33,43,0
370510033093,2132,1199,600,0,115,0,59,159,28,131,55559,1044,0,18,132,232,394,230,38,0,0,0
370510033091,2674,1211,1047,13,156,0,54,193,0,193,50599,1296,0,239,167,318,163,366,33,10,0,0
370510033092,1740,800,529,38,92,0,31,250,0,250,73232,827,0,40,134,41,180,381,51,0,0,0
370510037001,2288,1631,475,7,43,35,37,60,0,60,81167,861,0,65,254,292,71,120,45,0,14,0
370510037002,1617,1136,408,0,12,0,20,41,0,41,80457,657,40,37,125,245,127,73,10,0,0,0
371950001001,1019,599,420,0,0,0,0,0,0,0,-666666666,318,0,0,9,9,24,8,59,38,20,151
371950001002,981,189,747,0,0,0,0,45,0,45,20875,426,0,0,0,0,0,92,164,0,27,143
371950001004,1056,34,685,0,0,0,337,0,0,0,31578,524,0,25,71,0,24,139,64,18,46,137
371950001003,775,175,593,0,0,0,0,7,0,7,56442,386,0,0,34,0,23,76,47,41,84,81
371950002001,1213,236,890,0,0,0,71,16,0,16,19267,573,16,0,44,60,23,54,151,50,51,124
371950007003,548,0,548,0,0,0,0,0,0,0,29511,436,0,0,34,102,35,0,183,59,0,23
370710329003,888,639,155,0,0,0,83,11,11,0,38482,379,0,0,43,0,13,22,34,65,73,129
370710329002,1251,337,899,0,0,0,15,0,0,0,47500,495,0,0,34,15,69,43,90,165,56,23
370710315003,1022,436,540,0,46,0,0,0,0,0,37222,344,0,0,0,9,0,82,55,80,65,53
371190022003,1171,1144,27,0,0,0,0,0,0,0,92679,565,91,0,137,15,0,0,38,272,12,0
371190022004,1703,1604,85,0,0,0,0,14,0,14,102417,728,0,14,128,200,65,22,25,164,110,0
371190022002,852,850,2,0,0,0,0,0,0,0,176146,396,0,0,71,24,0,27,64,198,0,12
371190030111,1356,1086,105,0,107,0,0,58,0,58,104385,628,0,0,133,81,0,17,316,67,14,0
371190030112,562,562,0,0,0,0,0,0,0,0,153958,285,0,0,0,20,0,0,247,18,0,0
371190030151,1858,1618,26,0,83,0,17,114,0,114,121683,765,10,0,122,311,267,55,0,0,0,0
371190030152,2119,1877,207,0,27,0,0,8,8,0,104799,789,0,32,32,158,293,153,73,39,9,0
371190031021,1960,1438,185,59,183,0,69,26,0,26,59174,1115,13,18,329,175,62,113,294,111,0,0
371190031022,988,917,0,0,71,0,0,0,0,0,72750,450,0,13,32,0,0,0,120,285,0,0
371190017012,3050,930,519,0,624,0,655,322,0,322,28362,1093,0,20,69,104,155,368,298,44,35,0
371190007001,1001,470,487,8,33,0,3,0,0,0,50795,614,152,30,101,70,54,18,0,8,0,181
371190019121,3598,472,1479,0,1297,0,309,41,0,41,43594,1164,0,0,27,60,393,588,11,69,16,0
371939604004,1418,1183,235,0,0,0,0,0,0,0,46582,547,0,90,51,99,132,59,40,58,18,0
371939604001,1132,881,0,0,0,0,56,195,195,0,52885,582,71,15,58,159,13,97,61,55,32,21
371939604003,984,984,0,0,0,0,0,0,0,0,58229,470,0,14,31,155,109,63,33,65,0,0
371939606002,563,520,16,0,0,0,0,27,0,27,44904,290,7,0,45,28,25,12,27,51,43,52
370879207001,656,652,4,0,0,0,0,0,0,0,36800,955,13,6,121,157,365,123,59,53,45,13
370879207003,1499,1435,35,3,10,0,16,0,0,0,52355,1464,10,14,350,242,454,200,156,30,0,8
370879209001,1890,1598,26,32,73,0,122,39,9,30,30978,1061,12,5,57,73,181,145,106,145,153,184
370879212001,1893,1609,27,69,52,0,79,57,0,57,66477,877,0,0,112,220,191,48,131,53,111,11
370879212003,666,625,0,0,0,0,0,41,0,41,34375,359,0,0,0,80,0,48,18,103,26,84
370879212004,804,801,3,0,0,0,0,0,0,0,41860,434,0,0,0,51,0,124,76,50,73,60
370879208002,757,736,0,0,21,0,0,0,0,0,30880,423,8,26,28,57,85,75,22,33,49,40
370879203001,294,258,8,10,0,0,0,18,0,18,36406,274,0,0,0,0,0,32,0,17,15,210
370879203003,513,513,0,0,0,0,0,0,0,0,65500,304,7,0,18,14,102,52,15,38,11,47
371830528061,1358,128,610,0,126,0,420,74,0,74,-666666666,397,0,0,60,126,77,36,20,22,56,0
371830535202,2683,1880,343,0,327,0,61,72,0,72,64286,1242,123,19,0,282,713,52,35,18,0,0
371830535201,1516,1130,64,30,218,0,0,74,0,74,58830,803,0,18,88,170,309,92,59,43,0,24
370210005003,1763,1727,34,0,0,0,0,2,0,2,74773,902,6,13,92,0,32,0,149,90,53,467
370210021021,2509,2079,264,75,0,0,0,91,0,91,40897,1186,62,0,142,317,271,68,97,108,87,34
370210021022,3231,2550,664,0,17,0,0,0,0,0,37955,1359,105,0,133,381,236,128,153,134,41,48
370630018023,2504,699,1584,41,74,0,47,59,0,59,41429,814,33,0,202,65,132,167,156,59,0,0
370630018021,2272,546,1394,0,47,0,250,35,0,35,41641,811,0,0,87,101,151,120,99,53,46,154
370630020152,1693,973,377,0,85,0,189,69,0,69,42703,853,0,0,30,113,520,177,0,0,13,0
370630020151,3471,1957,1103,0,24,0,226,161,0,161,38288,1348,20,0,33,140,383,67,392,203,14,96
370630005001,1100,633,299,6,127,0,6,29,0,29,15417,220,38,18,0,7,6,73,12,18,0,48
370630005004,1957,518,1325,0,104,0,0,10,0,10,30417,629,74,37,89,51,44,35,53,57,92,97
370630005003,899,257,503,0,112,0,7,20,0,20,33750,619,40,7,94,67,138,120,7,28,59,59
370630005002,576,377,163,0,13,0,0,23,0,23,52054,344,0,0,13,30,8,19,22,36,24,192
370630011002,1423,408,974,0,0,0,35,6,0,6,21314,659,12,0,39,107,28,0,30,41,44,358
370630011001,1760,646,1030,20,0,0,61,3,0,3,25515,866,25,29,132,12,22,117,160,92,36,241
370630014001,353,34,319,0,0,0,0,0,0,0,32941,290,0,0,0,0,24,10,69,139,20,28
370630015021,2649,1110,1002,0,239,0,73,225,14,211,24403,1441,0,212,126,55,269,382,160,221,0,16
370630020091,2249,666,1463,0,0,0,41,79,0,79,41075,780,0,0,0,57,102,278,171,121,30,21
370630020093,1677,244,1365,0,0,0,0,68,0,68,39375,712,0,13,20,93,33,168,278,74,33,0
370210030013,2736,2094,582,0,0,0,19,41,0,41,68750,1227,52,25,355,201,152,156,92,75,49,70
370210030014,1525,1413,112,0,0,0,0,0,0,0,44013,841,18,0,63,193,170,232,75,32,0,58
370210030012,3112,2966,19,43,10,0,27,47,18,29,60651,1133,26,64,249,181,166,195,74,94,39,45
370210031024,1650,1385,200,29,0,0,36,0,0,0,43835,719,0,13,179,90,86,65,76,83,15,112
370210031023,1214,1013,158,0,0,0,0,43,0,43,32179,799,40,0,123,147,73,83,85,103,0,145
370210031021,1221,1221,0,0,0,0,0,0,0,0,46018,1106,0,47,59,62,318,218,100,65,68,169
371910019002,1577,174,1177,0,0,0,0,226,0,226,12839,602,0,0,0,55,120,166,89,94,35,43
371910019001,1960,637,1299,14,5,0,0,5,0,5,26585,860,29,45,32,20,173,178,239,131,6,7
371190010002,508,461,29,0,0,0,0,18,0,18,108667,346,51,36,35,19,39,0,0,68,54,44
371190019101,2129,609,731,36,0,0,527,226,72,154,37203,956,0,10,0,66,130,718,21,0,11,0
371190024001,1814,1517,172,25,22,0,20,58,0,58,69773,1062,320,84,119,58,10,0,21,32,116,302
371190024003,532,510,22,0,0,0,0,0,0,0,68295,284,9,0,0,29,32,10,11,11,75,107
371190028003,1752,1690,0,0,18,0,0,44,0,44,171528,783,9,22,138,10,6,91,4,74,69,360
371190028002,1290,1214,54,0,9,0,0,13,0,13,250001,443,0,0,28,8,68,5,0,51,49,234
371190029031,1206,1159,0,0,47,0,0,0,0,0,212045,533,0,10,27,113,78,48,128,129,0,0
371190020031,1506,1349,37,0,109,0,11,0,0,0,105694,571,0,0,0,9,152,168,224,18,0,0
371819606001,1545,221,977,124,0,0,200,23,0,23,29444,637,0,0,2,16,44,133,78,127,114,123
371819608002,1007,245,508,12,0,0,242,0,0,0,22770,395,0,0,29,67,46,71,61,75,27,19
371819608003,536,21,472,14,0,0,0,29,0,29,21875,240,14,0,0,19,7,24,23,115,38,0
371819602003,1256,555,650,12,33,0,0,6,0,6,52625,494,0,0,82,171,71,31,21,47,46,25
371819602002,938,370,568,0,0,0,0,0,0,0,38482,522,0,0,30,140,77,168,40,56,6,5
371819605002,1342,123,1186,0,0,0,33,0,0,0,16941,854,0,0,0,148,265,164,48,183,0,46
371559606001,2956,52,344,2495,10,0,0,55,0,55,26985,1079,13,88,68,327,235,173,60,30,28,57
371559606003,1589,234,237,1004,25,0,0,89,0,89,33824,654,0,11,17,222,150,113,47,10,0,84
370370203002,1569,989,226,0,0,0,94,260,0,260,50000,581,0,7,66,149,68,178,28,58,17,10
370370203001,1221,1064,157,0,0,0,0,0,0,0,42414,705,0,13,26,184,111,125,72,85,0,89
371119703002,1099,916,52,0,131,0,0,0,0,0,60313,482,0,20,62,104,33,155,28,53,16,11
371119703003,526,499,27,0,0,0,0,0,0,0,28205,195,0,0,10,18,30,0,48,16,26,47
370479307004,827,584,243,0,0,0,0,0,0,0,52656,466,0,0,34,115,17,32,31,61,56,120
370479312003,2124,825,906,179,21,0,32,161,10,151,32688,290,0,0,15,20,27,64,64,65,35,0
370479312004,1012,963,0,0,0,0,0,49,0,49,41161,467,0,42,33,77,111,71,32,56,26,19
370479312006,534,313,221,0,0,0,0,0,0,0,-666666666,332,0,0,28,146,37,73,30,18,0,0
370479312005,1223,574,649,0,0,0,0,0,0,0,52639,463,0,38,17,214,17,43,83,42,9,0
370479312002,1299,732,558,9,0,0,0,0,0,0,28646,552,0,13,20,127,15,127,46,122,44,38
370479312001,842,598,141,0,0,0,84,19,0,19,38125,456,16,5,115,20,5,90,56,74,45,30
370479305001,1182,667,489,0,0,0,0,26,0,26,33924,565,0,0,89,191,75,50,13,69,0,78
370479305002,2041,1464,489,35,0,0,42,11,1,10,28720,872,6,18,156,241,101,146,58,40,51,55
370479305003,1170,478,684,8,0,0,0,0,0,0,44018,617,0,0,76,132,75,189,55,72,8,10
370479309002,545,18,527,0,0,0,0,0,0,0,19483,334,0,0,53,57,0,118,53,53,0,0
370479309003,369,59,260,20,24,0,6,0,0,0,27951,140,0,0,0,36,0,31,0,73,0,0
370479309005,2265,822,1105,0,0,0,36,302,0,302,17232,1057,0,127,131,152,199,92,65,75,90,126
370479309004,631,439,192,0,0,0,0,0,0,0,37500,346,0,11,12,0,0,21,0,85,67,150
370479309001,928,463,407,0,58,0,0,0,0,0,27014,593,0,0,18,76,163,98,97,111,0,30
370479310001,1739,1412,151,129,16,0,0,31,0,31,38958,741,0,0,137,109,97,163,54,156,25,0
370479310002,1387,958,326,96,0,7,0,0,0,0,44886,741,0,0,58,90,89,272,186,35,0,11
371190021001,915,276,407,0,0,0,104,128,0,128,38725,461,0,0,5,0,73,16,275,22,31,39
371190030131,2700,2576,25,0,99,0,0,0,0,0,194514,1122,35,1,561,350,78,65,32,0,0,0
371190030132,2354,2086,0,0,268,0,0,0,0,0,110909,970,69,32,114,79,60,185,415,16,0,0
371190053011,3480,1072,1933,14,75,0,348,38,0,38,33368,1226,0,51,251,82,131,275,324,91,10,11
371190013002,931,435,482,0,0,0,0,14,0,14,30444,513,20,16,36,0,8,30,131,127,88,57
371190013003,545,458,75,0,0,0,0,12,0,12,100781,280,7,0,8,0,0,64,8,18,96,79
370670039032,1658,523,1044,0,0,0,18,73,11,62,30661,972,0,0,0,17,330,494,108,23,0,0
370670012001,498,352,137,9,0,0,0,0,0,0,109250,233,0,38,19,40,35,24,25,15,10,27
370670012002,1493,1446,13,0,14,0,5,15,0,15,106042,673,0,0,40,28,24,42,42,180,90,227
370670008021,666,66,548,19,0,0,8,25,0,25,21974,156,0,0,70,58,4,0,0,0,14,10
370670008022,1870,809,938,0,72,0,21,30,5,25,14444,571,0,0,63,171,28,78,31,45,64,91
370670010004,593,532,25,0,12,0,0,24,0,24,76607,435,0,0,14,0,0,62,86,6,82,185
370670011003,927,555,346,7,14,0,0,5,0,5,28487,596,79,7,0,7,48,49,171,26,25,184
370670011002,791,607,88,0,0,0,0,96,96,0,56000,406,132,48,0,8,0,25,35,9,38,111
370670013001,1141,841,231,0,56,0,0,13,1,12,44063,250,0,0,0,32,9,86,34,29,36,24
370670018003,526,157,230,0,0,0,58,81,56,25,21696,227,0,0,14,0,0,50,32,80,31,20
370670018004,851,144,707,0,0,0,0,0,0,0,28047,491,0,0,0,88,28,89,174,104,8,0
370670018002,806,244,286,0,0,0,276,0,0,0,-666666666,215,0,0,0,0,0,28,56,91,6,34
370670021002,1201,1079,88,0,4,0,5,25,0,25,56607,661,0,0,0,33,7,51,108,220,129,113
370670022002,1319,960,155,0,204,0,0,0,0,0,41548,852,9,0,0,7,97,153,94,54,186,252
371950013002,1517,1087,410,0,0,0,13,7,0,7,52571,673,0,0,90,67,63,151,95,96,27,84
371950008021,1560,120,1286,0,0,0,105,49,10,39,21442,742,0,0,110,147,150,144,33,65,93,0
371950008022,1133,590,193,0,7,0,300,43,18,25,36818,488,0,13,0,86,94,127,53,24,91,0
371950016002,1071,600,197,0,14,0,237,23,23,0,42903,553,41,0,50,159,39,93,49,33,44,45
370510018002,1184,555,445,35,22,0,0,127,0,127,40086,646,0,0,100,68,49,118,89,214,8,0
370510032045,3419,1547,1209,0,262,0,234,167,0,167,46422,1316,17,42,139,167,616,152,108,75,0,0
370510032044,1147,694,412,0,0,0,0,41,0,41,49435,520,0,35,49,200,222,14,0,0,0,0
370510032043,1529,583,828,0,38,0,0,80,0,80,54755,763,0,0,15,79,261,259,50,25,74,0
370510025041,1149,584,411,22,0,0,0,132,31,101,25750,673,0,0,5,108,92,190,163,61,32,22
370710325022,1783,1712,30,0,17,0,0,24,0,24,97112,702,57,0,87,116,155,159,69,34,0,25
370710321001,1001,586,139,0,0,0,234,42,0,42,38452,463,13,0,0,15,95,31,138,128,4,39
370710321002,1145,357,620,0,0,0,140,28,0,28,38654,520,0,0,0,65,39,73,98,143,61,41
371590513021,1215,1077,39,16,12,0,0,71,0,71,100074,550,34,0,101,24,61,102,114,87,0,27
371590513023,1530,887,563,0,0,0,50,30,0,30,49167,676,12,0,108,61,29,123,155,43,110,35
371590513022,1859,1643,216,0,0,0,0,0,0,0,46442,829,7,0,108,149,155,205,87,72,10,36
371190058231,1434,1366,26,0,0,0,0,42,0,42,130721,569,187,41,173,106,48,14,0,0,0,0
371190062032,1989,1629,302,0,0,0,34,24,0,24,59375,1065,14,0,195,365,335,128,28,0,0,0
371190031052,2345,2255,67,0,23,0,0,0,0,0,91806,1064,0,0,8,23,580,286,150,17,0,0
371190043023,1668,82,1424,0,83,0,0,79,0,79,32917,654,21,26,150,5,24,52,68,173,33,102
371190043021,922,249,592,0,0,0,41,40,0,40,21479,458,36,0,0,0,30,48,248,0,75,21
371650102002,1027,102,815,57,0,0,7,46,0,46,23542,428,0,0,17,32,94,116,47,31,55,36
371650103003,915,293,505,85,0,0,28,4,0,4,15870,460,0,0,0,0,34,27,18,79,109,193
371650103002,701,382,223,64,0,0,10,22,11,11,28203,328,0,0,8,16,32,40,34,34,89,75
371650103005,758,91,567,26,0,0,67,7,0,7,15598,369,0,31,16,30,45,50,114,69,7,7
371650106005,1641,519,760,324,0,0,0,38,0,38,43198,800,0,45,180,255,128,99,29,23,14,27
371650106001,526,210,243,73,0,0,0,0,0,0,33333,303,0,0,31,57,51,48,48,31,0,37
371650106002,1452,752,462,204,0,0,0,34,0,34,49955,679,9,13,63,158,115,134,65,51,28,43
371650104001,2060,589,981,359,18,9,41,63,9,54,72500,270,0,0,41,69,45,69,17,13,0,16
371650105001,923,630,188,105,0,0,0,0,0,0,26970,436,0,0,35,86,86,86,37,34,19,53
371650105002,1086,973,62,51,0,0,0,0,0,0,46402,461,20,0,30,54,58,52,82,120,28,17
371650105004,1062,436,533,79,0,0,0,14,3,11,30924,557,3,0,34,133,110,64,54,40,66,53
371650105003,2129,933,663,474,0,0,0,59,0,59,32019,885,0,16,41,347,187,116,40,81,22,35
371939606001,1170,637,340,0,0,0,129,64,0,64,19309,570,0,0,41,53,87,153,97,24,69,46
370670004003,2044,204,1740,0,0,0,3,97,34,63,21732,731,0,11,108,167,55,88,20,42,65,175
